food_name,calories,protein,carbohydrates,fat,fiber,sugar,sodium,calcium,iron,potassium,nutrition_density,meal_type,food_preference,cuisine,allergens,serving_size
Swamp Cabbage,20,2.0,3.6,0.2,1.9,0.0,0.4,52.9,1.3,278.3,77.6,Lunch,Vegetarian,International,None,100 g
Sweet Cheese Rolls,238,4.7,28.8,12.1,0.8,0.0,0.2,77.9,0.5,90.4,124.9,Breakfast,Vegetarian,International,Milk,100 g
Sweet Chilli Kettle Baked Chips,99,2.0,2.1,2.2,0.0,0.4,0.0,0.0,0.0,0.0,6.3,Lunch,Vegetarian,International,None,100 g
Sweet Cinnamon Rolls,309,5.1,42.2,13.6,2.0,26.3,0.3,59.8,1.3,92.1,125.783,Lunch,Vegetarian,International,None,100 g
Sweet Corn White,63,2.4,13.9,0.9,2.0,2.4,0.016,0.084,0.049,65.0,19.356,Lunch,Vegetarian,International,None,100 g
Sweet Corn Yellow,58,4.1,14.2,0.4,1.5,2.6,0.05,0.0,0.075,46.7,20.347,Lunch,Vegetarian,International,None,100 g
Sweet Gefilte Fish,35,3.8,3.1,0.7,0.0,0.0,0.2,9.7,1.0,38.2,18.677,Lunch,Non-Vegetarian,International,None,100 g
Sweet Green Peppers Canned,25,1.1,5.5,0.4,1.7,0.0,1.9,57.4,1.1,204.4,132.3,Lunch,Vegetarian,International,None,100 g
Sweet Green Peppers Cooked,19,0.7,4.5,0.1,0.9,2.3,0.2,6.6,0.3,121.2,67.4,Lunch,Vegetarian,International,None,100 g
Sweet Green Peppers Raw,30,1.3,6.9,0.3,2.5,3.6,0.023,14.9,0.5,260.8,146.2,Lunch,Vegetarian,International,None,100 g
Sweet Mashed Potato Canned,258,5.0,59.1,0.5,4.3,13.9,0.2,76.5,3.4,535.5,162.1,Lunch,Vegetarian,International,None,100 g
Sweet Onion,106,2.6,25.0,0.3,3.0,16.6,0.063,0.033,0.2,89.4,31.6,Lunch,Vegetarian,International,None,100 g
Sweet Pickles,146,0.9,33.8,0.7,1.6,29.2,0.7,97.6,0.4,160.0,136.1,Lunch,Vegetarian,International,None,100 g
Sweet Potato Baked,103,2.3,23.6,0.2,3.8,7.4,0.07,43.3,0.8,541.5,96.3,Lunch,Vegetarian,International,None,100 g
Sweet Potato Canned,568,6.3,133.5,1.3,16.0,98.3,0.3,95.7,5.1,1180.3,324.9,Lunch,Vegetarian,International,None,100 g
Sweet Potato Chips,149,0.8,15.9,9.1,2.5,2.5,0.05,16.5,0.6,259.0,45.4,Lunch,Vegetarian,International,None,100 g
Sweet Potato Leaves Cooked,22,1.4,4.7,0.2,1.2,3.5,0.2,21.1,0.4,199.7,30.0,Lunch,Vegetarian,International,None,100 g
Sweet Potato Leaves Raw,15,0.9,3.1,0.2,1.9,0.0,0.073,27.3,0.3,177.8,37.6,Lunch,Vegetarian,International,None,100 g
Sweet Potato Raw,112,2.0,26.2,0.002,3.9,5.4,0.079,0.048,0.2,61.1,32.696,Lunch,Vegetarian,International,None,100 g
Sweet Red Peppers Canned,25,1.1,5.5,0.4,1.7,0.0,1.9,57.4,1.1,204.4,132.3,Lunch,Vegetarian,International,None,100 g
Sweet Red Peppers Cooked,19,0.7,4.5,0.1,0.9,3.2,0.2,6.6,0.3,121.2,137.9,Lunch,Vegetarian,International,None,100 g
Sweet Red Peppers Raw,46,1.5,9.0,0.4,3.1,6.3,0.092,10.4,0.6,314.4,215.3,Lunch,Vegetarian,International,None,100 g
Sweet Sour Chicken,46,1.8,4.4,2.3,0.2,2.1,0.043,8.2,0.4,28.9,17.773,Lunch,Non-Vegetarian,International,None,100 g
Sweet Sour Dressing,2,0.082,0.6,0.0,0.0,0.6,0.065,0.6,0.078,5.3,2.587,Lunch,Vegetarian,International,None,100 g
Sweet Sour Pork,38,1.2,3.3,2.2,0.1,1.4,0.003,6.4,0.4,21.3,13.977,Lunch,Non-Vegetarian,International,None,100 g
Sweet Sour Sauce,26,0.02,6.7,0.084,0.065,3.3,0.024,1.8,0.021,17.3,10.183,Lunch,Vegetarian,International,None,100 g
Sweet Tea Lipton,130,0.0,35.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,35.0,Lunch,Vegetarian,International,None,100 g
Sweet Yellow Peppers,50,1.9,11.8,0.4,1.7,0.0,0.017,20.5,0.9,394.3,378.5,Lunch,Vegetarian,International,None,100 g
Sweetn Sour Sauce Mcdonalds,48,0.2,11.0,0.3,0.0,10.0,0.2,1.7,0.2,27.7,13.7,Lunch,Vegetarian,International,None,100 g
Swiss Chard Cooked,35,3.3,7.2,0.1,3.7,1.9,0.7,101.5,4.0,960.8,151.3,Lunch,Vegetarian,International,None,100 g
Swiss Chard Raw,7,0.6,1.3,0.042,0.6,0.4,0.089,18.4,0.6,136.4,32.314,Lunch,Vegetarian,International,None,100 g
Swiss Cheese,98,6.7,0.4,7.7,0.0,0.0,0.057,222.5,0.024,18.0,237.396,Breakfast,Vegetarian,International,Milk,100 g
Swordfish Cooked,182,24.9,0.0,8.4,0.0,0.0,0.1,0.022,0.045,322.2,34.203,Lunch,Vegetarian,International,None,100 g
Swordfish Raw,196,26.7,0.0,9.0,0.0,0.0,0.1,6.8,0.5,568.5,43.072,Lunch,Vegetarian,International,None,100 g
Syrah Red Wine,122,0.1,3.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9,Lunch,Vegetarian,International,None,100 g
T Bone Steak Cooked,1049,89.3,0.0,74.1,0.0,0.0,0.2,0.0,0.2,729.6,170.6,Lunch,Vegetarian,International,None,100 g
T Bone Steak Raw,1052,85.7,0.0,76.3,0.0,0.0,0.2,27.2,9.5,1397.1,198.7,Lunch,Vegetarian,International,None,100 g
Tabasco Sauce,1,0.045,0.006,0.002,0.013,0.067,0.075,0.6,0.019,6.0,1.054,Lunch,Vegetarian,International,None,100 g
Table Water,0,0.0,0.0,0.0,0.0,0.0,0.044,70.0,0.0,0.0,70.0,Lunch,Vegetarian,International,None,100 g
Table Wine,123,0.1,4.0,0.0,0.0,1.2,0.087,11.8,0.5,146.5,16.4,Lunch,Vegetarian,International,None,100 g
Taco Flavor Tortilla Chips,1090,17.9,143.2,54.9,12.0,0.0,1.8,351.9,4.6,492.6,586.5,Lunch,Vegetarian,International,None,100 g
Taco Salad,212,10.0,17.9,11.2,0.0,0.0,0.6,145.5,1.7,315.0,189.0,Lunch,Vegetarian,International,None,100 g
Taco Salad Taco Bell,906,35.7,80.5,48.9,16.0,0.0,1.9,506.4,9.4,1220.6,696.9,Lunch,Vegetarian,International,None,100 g
Taco Salad With Chili Con Carne,193,11.6,17.7,8.8,0.0,0.0,0.6,163.6,1.8,261.0,205.9,Lunch,Vegetarian,International,None,100 g
Taco With Beef Cheese Lettuce,156,6.1,13.7,8.8,2.7,0.6,0.3,61.4,0.8,144.2,93.825,Breakfast,Non-Vegetarian,International,Milk,100 g
Taco With Chicken Cheese Lettuce,185,13.0,19.3,6.2,1.2,1.3,0.6,119.6,1.6,212.7,161.153,Breakfast,Non-Vegetarian,International,Milk,100 g
Taffy,60,0.087,13.7,0.5,0.0,10.3,0.028,0.034,0.0,0.2,14.358,Lunch,Vegetarian,International,None,100 g
Tahini,86,2.7,3.9,7.2,1.4,0.0,0.098,63.0,0.4,62.1,78.6,Lunch,Vegetarian,International,None,100 g
Tahitian Taro Cooked,60,5.7,9.4,0.9,0.0,0.0,0.4,204.1,2.1,853.5,274.3,Lunch,Vegetarian,International,None,100 g
Tahitian Taro Raw,55,3.5,8.6,1.2,0.0,0.0,0.003,161.3,1.6,757.5,296.2,Lunch,Vegetarian,International,None,100 g
Tamale Navajo,285,11.7,33.7,11.4,5.8,1.8,0.8,53.9,2.3,243.7,122.0,Lunch,Vegetarian,International,None,100 g
Tamarind Nectar,143,0.2,37.0,0.3,1.3,31.9,0.046,25.1,1.9,67.8,83.6,Lunch,Vegetarian,International,None,100 g
Tamarinds,5,0.057,1.3,0.013,0.1,0.8,0.007,0.03,0.032,2.3,1.708,Lunch,Vegetarian,International,None,100 g
Tangerine,40,0.6,10.1,0.2,1.4,8.0,0.056,28.1,0.1,126.2,60.8,Lunch,Vegetarian,International,None,100 g
Tangerine Juice,106,1.2,24.9,0.5,0.5,24.5,0.022,0.0,0.06,34.6,27.29,Lunch,Vegetarian,International,None,100 g
Tangerines Canned,92,1.5,23.8,0.1,1.7,22.1,0.022,27.4,0.7,331.2,140.389,Lunch,Vegetarian,International,None,100 g
Tap Water,0,0.0,0.0,0.0,0.0,0.0,0.018,7.1,0.0,0.0,7.1,Lunch,Vegetarian,International,None,100 g
Tapioca Pearls,544,0.3,134.8,0.093,1.4,5.1,0.077,30.4,2.4,16.7,169.318,Lunch,Vegetarian,International,None,100 g
Tapioca Pudding,143,2.1,23.9,4.3,0.0,16.4,0.2,78.1,0.1,101.2,108.8,Lunch,Vegetarian,International,None,100 g
Tapioca Pudding Fat Free,105,1.6,23.9,0.4,0.0,15.9,0.2,58.2,0.1,78.4,84.5,Lunch,Vegetarian,International,None,100 g
Taro Chips,11,0.049,1.6,0.6,0.2,0.04,0.022,1.4,0.008,17.4,4.042,Lunch,Vegetarian,International,None,100 g
Taro Cooked,187,0.7,45.7,0.1,6.7,0.6,0.055,0.073,0.3,100.3,53.993,Lunch,Vegetarian,International,None,100 g
Taro Leaves Cooked,35,3.9,5.6,0.6,2.9,0.0,0.3,124.7,1.7,667.0,190.9,Lunch,Vegetarian,International,None,100 g
Taro Leaves Raw,12,1.4,1.9,0.2,1.0,0.8,0.083,30.0,0.6,181.4,49.7,Lunch,Vegetarian,International,None,100 g
Taro Raw,116,1.6,27.5,0.2,4.3,0.4,0.054,44.7,0.6,614.6,83.6,Lunch,Vegetarian,International,None,100 g
Taro Shoots Cooked,20,1.0,4.5,0.1,0.0,0.0,0.3,19.6,0.6,481.6,52.3,Lunch,Vegetarian,International,None,100 g
Taro Shoots Raw,9,0.8,2.0,0.069,0.0,0.0,0.056,10.3,0.5,285.5,31.723,Lunch,Vegetarian,International,None,100 g
Tarragon Dried,2,0.1,0.3,0.047,0.038,0.0,0.012,6.8,0.2,18.1,7.752,Lunch,Vegetarian,International,None,100 g
Tartar Sauce,32,0.2,2.0,2.5,0.078,0.6,0.1,3.9,0.047,10.2,9.096,Lunch,Vegetarian,International,None,100 g
Tea Blueberry Muffin Tekanne,4,0.0,0.4,0.2,0.0,0.007,0.0,0.0,0.0,0.0,0.6,Lunch,Vegetarian,International,None,100 g
Tea With Milk And Sugar Yorkshire,15,0.0,0.4,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.9,Breakfast,Vegetarian,International,Milk,100 g
Teaseed Oil,120,0.0,0.0,13.6,0.0,0.0,0.0,0.0,0.0,0.0,13.6,Lunch,Vegetarian,International,None,100 g
Teff Cooked,255,9.8,50.0,1.6,7.1,0.0,0.053,123.5,5.2,269.6,197.2,Lunch,Vegetarian,International,None,100 g
Teff Raw,708,25.7,141.1,4.6,15.4,3.6,0.053,347.4,14.7,824.1,548.9,Lunch,Vegetarian,International,None,100 g
Tempeh,320,30.8,15.6,17.9,0.0,0.0,0.068,184.3,4.5,683.9,253.1,Lunch,Vegetarian,International,None,100 g
Tempeh Cooked,55,5.1,2.6,3.2,0.0,0.0,0.084,27.2,0.6,113.5,38.7,Lunch,Vegetarian,International,None,100 g
Tequila Sunrise,232,0.6,23.8,0.2,0.0,0.0,0.1,0.0,0.038,21.1,65.357,Lunch,Vegetarian,International,None,100 g
Teriyaki Sauce,16,1.1,2.8,0.015,0.016,2.5,0.7,4.5,0.3,40.5,8.733,Lunch,Vegetarian,International,None,100 g
Thyme Dried,276,9.1,63.9,7.4,37.0,1.7,0.016,1.7,0.9,201.0,120.6,Lunch,Vegetarian,International,None,100 g
Thyme Fresh,1,0.091,0.2,0.068,0.1,0.0,0.017,0.0,0.018,0.8,0.545,Lunch,Vegetarian,International,None,100 g
Tilapia Cooked,111,22.8,0.0,2.3,0.0,0.0,0.011,12.2,0.6,330.6,37.9,Lunch,Vegetarian,International,None,100 g
Tilapia Raw,111,23.3,0.0,2.0,0.0,0.0,0.009,11.6,0.6,350.3,37.5,Lunch,Vegetarian,International,None,100 g
Tilefish Cooked,441,73.5,0.0,14.1,0.0,0.0,0.2,78.0,0.9,1536.0,166.521,Lunch,Vegetarian,International,None,100 g
Tilefish Raw,371,67.6,0.0,8.9,0.0,0.0,0.2,100.4,1.0,1671.4,177.901,Lunch,Vegetarian,International,None,100 g
Tilsit Cheese,136,9.8,0.8,10.4,0.0,0.0,0.3,280.0,0.01,26.0,301.069,Breakfast,Vegetarian,International,Milk,100 g
Toffee,67,0.1,7.8,3.9,0.0,7.6,0.044,0.097,0.092,3.8,12.023,Lunch,Vegetarian,International,None,100 g
Tofu Fried,35,2.4,1.2,2.6,0.5,0.4,0.021,0.099,0.051,37.3,6.832,Lunch,Vegetarian,International,None,100 g
Tofu Raw,188,20.0,4.7,11.9,0.7,0.0,0.06,868.0,13.3,300.1,918.8,Lunch,Vegetarian,International,None,100 g
Tofu Yogurt,246,9.2,41.8,4.7,0.5,3.2,0.03,0.013,0.2,99.6,56.57,Breakfast,Vegetarian,International,Milk,100 g
Tomatillos,42,1.3,7.7,1.3,2.5,5.2,0.019,9.2,0.8,353.8,38.2,Lunch,Vegetarian,International,None,100 g
Tomato Beef Noodle Soup,281,8.9,42.3,8.6,3.0,0.0,1.8,35.1,2.2,441.8,100.1,Lunch,Non-Vegetarian,International,None,100 g
Tomato Bisque Soup,248,4.5,47.7,5.0,2.1,0.0,1.8,80.0,1.7,838.5,152.913,Lunch,Vegetarian,International,None,100 g
Tomato Chili Sauce,6,0.2,1.2,0.095,0.4,0.6,0.083,1.2,0.087,22.2,4.085,Lunch,Vegetarian,International,None,100 g
Tomato Cooked,22,1.2,4.9,0.1,0.9,3.1,0.029,0.054,0.052,34.4,7.36,Lunch,Vegetarian,International,None,100 g
Tomato Juice,41,2.1,8.6,0.7,1.0,6.3,0.063,0.056,0.1,46.2,12.742,Lunch,Vegetarian,International,None,100 g
Tomato Ketchup Mp,15,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,Lunch,Vegetarian,International,None,100 g
Tomato Paste Canned,215,11.3,49.5,1.2,10.7,31.9,2.1,94.3,7.8,2656.7,232.2,Lunch,Vegetarian,International,None,100 g
Tomato Puree Canned,95,4.1,22.5,0.5,4.8,12.1,0.002,0.038,0.7,100.0,32.936,Lunch,Vegetarian,International,None,100 g
Tomato Rice Soup,240,4.2,44.1,5.5,3.4,15.2,1.6,46.4,1.6,663.1,134.933,Lunch,Vegetarian,International,None,100 g
Tomato Sauce,59,2.9,13.0,0.7,3.7,8.7,0.083,0.083,0.3,66.2,20.864,Lunch,Vegetarian,International,None,100 g
Tomato Sauce With Herbs Cheese,144,5.2,25.0,4.7,5.4,0.0,1.3,90.3,2.1,868.6,157.1,Breakfast,Vegetarian,International,Milk,100 g
Tomato Sauce With Mushrooms,86,3.6,20.7,0.3,3.7,14.1,1.1,31.9,2.2,931.0,92.8,Lunch,Vegetarian,International,None,100 g
Tomato Sauce With Onions,103,3.8,24.4,0.5,4.4,0.0,1.3,41.7,2.3,1011.9,108.2,Lunch,Vegetarian,International,None,100 g
Tomato Soup,98,2.2,22.5,0.7,1.6,12.2,0.6,19.2,0.9,831.8,66.2,Lunch,Vegetarian,International,None,100 g
Tomato Soup Canned,139,6.3,22.6,3.3,1.5,16.5,0.5,173.9,1.4,461.2,224.932,Lunch,Vegetarian,International,None,100 g
Tomato Stewed,97,2.4,16.1,3.3,2.1,0.0,0.6,0.0,0.1,46.7,24.1,Lunch,Vegetarian,International,None,100 g
Tomato Vegetable Juice,53,1.5,11.1,0.2,1.9,9.2,0.2,26.6,1.0,467.1,109.3,Lunch,Vegetarian,International,None,100 g
Tomato Vegetable Soup,54,1.9,9.9,0.8,0.7,2.4,0.3,19.6,0.6,164.2,36.4,Lunch,Vegetarian,International,None,100 g
Tomatoes Canned,77,4.0,17.6,0.7,4.6,10.6,0.3,82.3,3.1,709.1,134.6,Lunch,Vegetarian,International,None,100 g
Tomatoes In Tomato Juice Canned,41,1.9,9.6,0.3,2.4,5.7,0.3,74.4,2.3,451.2,113.2,Lunch,Vegetarian,International,None,100 g
Tomatoseed Oil,1927,0.0,0.0,218.0,0.0,0.0,0.0,0.0,0.0,0.0,218.0,Lunch,Vegetarian,International,None,100 g
Tonic Water,114,0.0,29.6,0.0,0.0,29.6,0.049,3.4,0.09,0.0,33.038,Lunch,Vegetarian,International,None,100 g
Tortilla,467,14.3,98.4,1.9,4.7,5.4,0.9,137.9,7.5,206.9,264.7,Lunch,Vegetarian,International,None,100 g
Tortilla Chips,142,2.1,20.3,6.2,1.6,0.2,0.077,0.014,0.2,67.5,30.699,Lunch,Vegetarian,International,None,100 g
Tortilla Chips Low Fat,117,3.1,22.6,1.6,1.5,0.2,0.1,45.0,0.5,77.0,74.368,Lunch,Vegetarian,International,None,100 g
Tostada With Beans Cheese,223,9.6,26.5,9.9,0.0,0.0,0.5,210.2,1.9,403.2,259.467,Breakfast,Vegetarian,International,Milk,100 g
Tostada With Beef Cheese,315,19.0,22.8,16.3,0.0,0.0,0.9,216.8,2.9,572.1,280.498,Breakfast,Non-Vegetarian,International,Milk,100 g
Tostada With Guacamole,180,6.2,16.0,11.6,0.0,0.0,0.4,211.4,0.8,324.9,247.853,Lunch,Vegetarian,International,None,100 g
Trail Mix,139,4.1,13.5,8.8,0.0,0.0,0.014,23.4,0.9,205.5,51.1,Lunch,Vegetarian,International,None,100 g
Trail Mix With Chocolate Chips,707,20.7,65.6,46.6,0.0,0.0,0.2,159.1,4.9,946.1,298.8,Lunch,Vegetarian,International,None,100 g
Tree Fern Cooked,57,0.4,15.3,0.096,5.3,0.0,0.3,11.4,0.2,7.1,75.253,Lunch,Vegetarian,International,None,100 g
Tripe Soup,148,17.2,8.1,5.2,0.0,0.0,0.8,44.0,1.4,162.0,75.9,Lunch,Vegetarian,International,None,100 g
Triple Zero Greek Yogurt Dannon Oikos,120,0.038,22.5,0.0,0.0,6.0,0.0,0.0,0.0,0.0,22.598,Breakfast,Vegetarian,International,Milk,100 g
Triticale,645,25.1,138.5,4.0,0.0,0.0,0.049,71.0,4.9,637.4,243.5,Lunch,Vegetarian,International,None,100 g
Triticale Flour,439,17.1,95.1,2.4,19.0,0.0,0.096,45.5,3.4,605.8,182.5,Lunch,Vegetarian,International,None,100 g
Tropical Trail Mix,619,8.8,91.8,23.9,0.0,0.0,0.1,79.8,3.7,992.6,218.6,Lunch,Vegetarian,International,None,100 g
Trout Cooked,118,16.5,0.0,5.3,0.0,0.0,0.027,34.1,1.2,287.1,57.496,Lunch,Vegetarian,International,None,100 g
Trout Raw,117,16.4,0.0,5.2,0.0,0.0,0.051,34.0,1.2,285.2,57.297,Lunch,Vegetarian,International,None,100 g
Truffles,61,0.7,5.4,4.1,0.3,4.6,0.034,18.8,0.2,35.6,29.59,Lunch,Vegetarian,International,None,100 g
Tuna Canned,102,18.9,0.0,2.4,0.0,0.0,0.3,11.2,0.8,189.6,33.32,Lunch,Vegetarian,International,None,100 g
Tuna Canned In Oil,331,47.2,0.0,14.4,0.0,0.0,0.7,7.1,1.2,592.7,69.953,Lunch,Vegetarian,International,None,100 g
Tuna Salad,383,32.9,19.3,19.0,0.0,0.0,0.8,34.9,2.1,364.9,112.727,Lunch,Vegetarian,International,None,100 g
Turbinado Sugar,18,0.0,4.6,0.0,0.0,4.6,0.008,0.6,0.018,1.3,5.24,Lunch,Vegetarian,International,None,100 g
Turbot Cooked,388,65.4,0.0,12.0,0.0,0.0,0.6,73.1,1.5,969.9,157.453,Lunch,Vegetarian,International,None,100 g
Turbot Raw,388,65.5,0.0,12.0,0.0,0.0,0.6,73.4,1.5,971.0,159.322,Lunch,Vegetarian,International,None,100 g
Turkey And Gravy,161,14.1,11.1,6.3,0.0,0.0,1.3,33.6,2.2,146.4,67.374,Lunch,Non-Vegetarian,International,None,100 g
Turkey Bacon Cooked,313,24.3,2.5,22.9,0.0,0.0,1.9,7.4,1.7,323.9,58.8,Lunch,Non-Vegetarian,International,None,100 g
Turkey Bologna,59,3.2,1.3,4.5,0.1,0.8,0.3,34.4,0.8,37.8,48.096,Lunch,Non-Vegetarian,International,None,100 g
Turkey Breast Raw,3554,495.6,0.0,158.9,0.0,0.0,1.3,294.3,27.2,6226.0,976.092,Lunch,Non-Vegetarian,International,None,100 g
Turkey Breast Roasted,3266,496.1,0.0,128.0,0.0,0.0,1.1,362.9,24.2,4976.6,1011.2,Lunch,Non-Vegetarian,International,None,100 g
Turkey Fat,45,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,Lunch,Non-Vegetarian,International,None,100 g
Turkey Giblets Cooked,164,25.1,0.0,6.3,0.0,0.0,0.1,0.014,0.7,236.6,32.643,Lunch,Non-Vegetarian,International,None,100 g
Turkey Gizzard Cooked,70,11.9,0.0,2.1,0.0,0.0,0.031,7.7,1.7,86.9,26.231,Lunch,Non-Vegetarian,International,None,100 g
Turkey Gravy Dry,26,0.7,4.6,0.5,0.0,0.0,0.3,10.2,0.2,30.0,16.335,Lunch,Non-Vegetarian,International,None,100 g
Turkey Gravy Instant,27,0.8,3.9,1.0,0.3,0.5,0.3,7.7,0.6,20.5,14.333,Lunch,Non-Vegetarian,International,None,100 g
Turkey Ham,38,5.5,0.3,1.6,0.0,0.1,0.3,1.4,0.4,83.7,9.2,Lunch,Non-Vegetarian,International,None,100 g
Turkey Heart Cooked,35,5.0,0.0,1.5,0.0,0.0,0.046,4.2,1.4,40.6,12.759,Lunch,Non-Vegetarian,International,None,100 g
Turkey Liver Cooked,100,14.3,0.0,4.3,0.0,0.0,0.083,10.1,0.9,81.1,47.3,Lunch,Non-Vegetarian,International,None,100 g
Turkey Meat Roasted,284,42.8,0.031,11.1,0.0,0.0,0.2,21.0,1.6,358.5,76.629,Lunch,Non-Vegetarian,International,None,100 g
Turkey Noodle Soup,139,7.8,17.3,4.0,1.5,1.0,1.6,22.7,1.9,151.2,55.582,Lunch,Non-Vegetarian,International,None,100 g
Turkey Pastrami,38,4.6,0.5,1.8,0.062,1.0,0.3,3.1,1.2,98.3,13.579,Lunch,Non-Vegetarian,International,None,100 g
Turkey Patty Fried,79,3.9,4.4,5.0,0.1,0.053,0.2,3.9,0.6,77.0,17.934,Lunch,Non-Vegetarian,International,None,100 g
Turkey Pot Pie,699,25.8,70.3,34.9,4.4,0.0,1.4,0.0,4.0,0.0,139.4,Lunch,Non-Vegetarian,International,None,100 g
Turkey Roast Roasted,209,28.8,4.1,7.8,0.0,0.0,0.9,6.8,2.2,402.3,49.7,Lunch,Non-Vegetarian,International,None,100 g
Turkey Roll,40,4.9,0.6,1.9,0.0,0.0,0.1,8.6,0.4,72.9,16.4,Lunch,Non-Vegetarian,International,None,100 g
Turkey Salami Cooked,9,1.0,0.081,0.5,0.054,0.063,0.023,2.0,0.026,10.8,3.796,Lunch,Non-Vegetarian,International,None,100 g
Turkey Soup,135,10.2,14.1,4.4,0.0,0.0,0.9,49.6,1.9,361.1,86.6,Lunch,Non-Vegetarian,International,None,100 g
Turkey Steak Fried,179,9.1,10.9,10.8,0.0,0.0,0.5,9.0,1.4,166.4,41.229,Lunch,Non-Vegetarian,International,None,100 g
Turkey Taco Meat Cooked,271,30.7,5.5,13.9,0.0,0.0,1.2,126.3,3.3,543.5,179.7,Lunch,Non-Vegetarian,International,None,100 g
Turkey Vegetable Soup,72,3.1,8.6,3.0,0.5,2.6,0.9,16.9,0.8,175.9,33.0,Lunch,Non-Vegetarian,International,None,100 g
Turkey Wing Cooked,426,50.9,0.0,23.1,0.0,0.0,0.1,44.6,2.7,494.8,121.3,Lunch,Non-Vegetarian,International,None,100 g
Turmeric Ground,8,0.2,1.4,0.2,0.5,0.062,0.064,4.0,0.9,55.6,7.8,Lunch,Vegetarian,International,None,100 g
Turnip Greens Canned,27,2.0,4.0,0.4,1.9,0.6,0.082,169.9,2.2,203.0,202.7,Lunch,Vegetarian,International,None,100 g
Turnip Greens Cooked,29,1.6,6.3,0.3,5.0,0.8,0.4,197.3,1.2,292.3,251.2,Lunch,Vegetarian,International,None,100 g
Turnip Greens Raw,18,0.8,3.9,0.2,1.8,0.4,0.012,104.5,0.6,162.8,144.8,Lunch,Vegetarian,International,None,100 g
Turnips Cooked,34,1.1,7.9,0.1,3.1,4.7,0.017,0.063,0.025,29.6,12.408,Lunch,Vegetarian,International,None,100 g
Turnips Raw,51,1.6,11.8,0.2,3.3,7.0,0.1,0.057,0.2,49.4,17.384,Lunch,Vegetarian,International,None,100 g
Twix Mars,146,1.4,18.8,7.2,0.3,14.0,0.064,0.085,0.042,30.5,27.86,Lunch,Vegetarian,International,None,100 g
Ucuhuba Butter Oil,120,0.0,0.0,13.6,0.0,0.0,0.0,0.0,0.0,0.0,13.6,Breakfast,Vegetarian,International,Milk,100 g
Valencia Peanuts Raw,832,36.6,30.5,69.5,12.7,0.0,0.094,90.5,3.1,484.7,242.9,Snack,Vegetarian,International,Peanuts,100 g
Valencia Peanuts Roasted,177,8.1,4.9,15.4,2.7,0.0,0.004,16.2,0.5,183.6,47.8,Snack,Vegetarian,International,Peanuts,100 g
Vanilla Bluberry Bar Kind,49,0.0,0.9,1.4,0.0,0.096,0.0,0.0,0.0,0.0,2.3,Lunch,Vegetarian,International,None,100 g
Vanilla Cream Pie,350,6.0,41.1,18.1,0.8,16.0,0.3,113.4,1.3,158.8,181.4,Lunch,Vegetarian,International,None,100 g
Vanilla Extract,12,0.0,0.5,0.069,0.0,0.5,0.061,0.5,0.019,6.2,1.213,Lunch,Vegetarian,International,None,100 g
Vanilla Frosting,1931,0.0,313.7,75.0,0.0,291.5,0.9,13.9,0.7,157.1,403.3,Lunch,Vegetarian,International,None,100 g
Vanilla Fudge,108,0.3,23.2,1.5,0.0,22.6,0.04,10.8,0.036,13.9,35.944,Lunch,Vegetarian,International,None,100 g
Vanilla Fudge With Nuts,123,0.8,21.1,3.9,0.3,20.1,0.075,13.3,0.1,29.1,39.577,Lunch,Vegetarian,International,None,100 g
Vanilla Pudding,195,2.2,33.9,5.7,0.0,25.5,0.3,73.5,0.1,97.5,115.796,Lunch,Vegetarian,International,None,100 g
Vanilla Sandwich Cookie,72,0.7,10.8,3.0,0.2,5.9,0.044,4.1,0.3,13.7,19.1,Lunch,Vegetarian,International,None,100 g
Vanilla Soymilk,131,7.9,15.3,4.3,1.5,9.7,0.1,60.8,1.6,286.7,91.4,Lunch,Vegetarian,International,Soy,100 g
Vanilla Soymilk Light,83,6.4,9.4,2.1,1.5,1.0,0.2,298.9,1.1,284.3,319.4,Lunch,Vegetarian,International,Soy,100 g
Vanilla Wafer Pie Crust,935,6.5,88.4,63.7,0.2,12.9,0.9,73.9,2.9,139.0,236.2,Lunch,Vegetarian,International,None,100 g
Vanilla Wafers,28,0.3,4.3,1.2,0.1,0.0,0.045,1.5,0.1,6.4,7.5,Lunch,Vegetarian,International,None,100 g
Vanilla Wafers Low Fat,353,4.0,58.9,12.2,1.5,30.0,0.3,38.4,1.9,77.6,116.995,Lunch,Vegetarian,International,None,100 g
Vanilla Yoghurt Oikos,120,0.0,0.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,1.8,Lunch,Vegetarian,International,None,100 g
Vanilla Yogurt,145,8.4,23.5,2.1,0.0,23.5,0.1,290.7,0.1,372.3,326.243,Breakfast,Vegetarian,International,Milk,100 g
Vanilla Yogurt Low Fat,208,12.1,33.8,3.1,0.0,33.8,0.2,419.0,0.2,536.6,470.265,Breakfast,Vegetarian,International,Milk,100 g
Veal Brain Cooked,461,38.9,0.0,32.6,0.0,0.0,0.5,54.2,5.7,725.5,175.5,Lunch,Vegetarian,International,None,100 g
